Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Type
Suzy B Dirty Blonde Ale,2296,0.05,20,134,American Blonde Ale,12,Other Ale
Mississippi Fire Ant,1745,0.08,80,134,American Amber / Red Ale,16,Other Ale
Hipster Breakfast,1120,0.058,40,134,Oatmeal Stout,16,Other
Suzy B Dirty Blonde Ale,1118,0.05,20,134,American Blonde Ale,16,Other Ale
Devil's Harvest Extra Pale Ale,1117,0.058,60,134,American Pale Ale (APA),16,APA
Pine Belt Pale Ale,2387,0.065,45,119,American Pale Ale (APA),12,APA
Walloon,2267,0.055,,119,Saison / Farmhouse Ale,12,Other Ale
Le Mort Vivant,1740,0.069,23,119,Bière de Garde,12,Other
Red Cockaded Ale,1728,0.085,110,119,American Double / Imperial IPA,12,IPA
Valkyrie Double IPA,1497,0.092,100,119,American Double / Imperial IPA,12,IPA
Red Cockaded Ale (2013),1011,0.085,110,119,American Double / Imperial IPA,12,IPA
Old Potentate,1010,0.072,40,119,Old Ale,12,Other Ale
Bombshell Blonde,856,0.05,20,119,American Blonde Ale,16,Other Ale
PRO-AM (2012) (2012),853,0.099,100,119,American Double / Imperial IPA,12,IPA
Walloon (2014),691,0.055,,119,Saison / Farmhouse Ale,12,Other Ale
Le Mort Vivant (2011),555,0.069,23,119,Bière de Garde,12,Other
Buried Hatchet Stout,46,0.083,50,119,Foreign / Export Stout,12,Other
Pine Belt Pale Ale,45,0.065,45,119,American Pale Ale (APA),16,APA
Bombshell Blonde,44,0.05,20,119,American Blonde Ale,12,Other Ale
Baby Daddy Session IPA,2486,0.047,35,79,American IPA,12,IPA
Hopluia (2004),763,,,509,English India Pale Ale (IPA),16,IPA
Ball & Chain (2014),2271,0.058,,176,American Pale Ale (APA),16,APA
Bitter Biker Double IPA,2206,0.096,,176,American Double / Imperial IPA,16,IPA
God Damn Pigeon Porter,2136,0.082,,176,American Porter,16,Other
Working for the Weekend,2135,0.079,,176,American Double / Imperial IPA,16,IPA
Angry Adam,2134,0.06,,176,American Amber / Red Ale,16,Other Ale
Freedom Fries,2109,0.055,,176,American Stout,16,Other
Bitter Biker Double IPA,1821,0.096,,176,American Double / Imperial IPA,12,IPA
Ghost Bike Pale Ale,1820,0.073,,176,American Pale Ale (APA),16,APA
Spiteful IPA,1819,0.062,,176,American IPA,12,IPA
Alley Time,1634,0.06,,176,American Pale Ale (APA),12,APA
Fat Badger,1633,0.058,,176,Irish Red Ale,12,Other Ale
In the Weeds,1632,0.055,,176,American Pale Wheat Ale,12,Other Ale
Special Amber,855,0.05,22,499,Vienna Lager,12,Lager
Special Amber,445,0.05,22,499,Vienna Lager,12,Lager
Seven Gates Pale Ale,1587,0.056,,373,American Pale Ale (APA),12,APA
Gunga Din,2242,0.052,,187,Cider,16,Other
Starr Pils,1544,0.042,20,384,German Pilsener,12,Other
Northern Lights India Pale Ale,1205,0.065,52,384,American IPA,16,IPA
Festie,369,0.048,12,384,Märzen / Oktoberfest,12,Other
Northern Lights India Pale Ale,368,0.065,52,384,American IPA,12,IPA
Third Eye Enlightened Pale Ale,2386,0.065,65,120,American Pale Ale (APA),12,APA
Colorado Kölsch,92,0.049,17,120,Kölsch,12,Other
Steam Engine Lager,91,0.057,25,120,American Amber / Red Lager,12,Lager
Third Eye Pale Ale,90,0.065,65,120,American IPA,12,IPA
Point Special (Current),2366,0.047,9,132,American Adjunct Lager,12,Lager
Point Special,2365,0.047,9,132,American Adjunct Lager,12,Lager
Point Cascade Pale Ale (2013),2270,0.054,33,132,American Pale Ale (APA),12,APA
Point Special,2228,0.047,9,132,American Adjunct Lager,12,Lager
Onyx Black Ale,2151,0.052,9,132,American Black Ale,12,Other Ale
Beyond The Pale IPA,2150,0.063,64,132,American IPA,12,IPA
Point Special (2013),2122,0.047,9,132,American Adjunct Lager,12,Lager
Point Special (2012),2121,0.047,9,132,American Adjunct Lager,12,Lager
Point Special Lager,2115,0.047,9,132,American Adjunct Lager,16,Lager
St. Benedict's Winter Ale,1450,0.062,,132,Winter Warmer,12,Other
Point Oktoberfest,1357,0.057,15,132,Märzen / Oktoberfest,16,Other
Point Nude Beach Summer Wheat,1225,0.052,7,132,American Pale Wheat Ale,16,Other Ale
Point Nude Beach Summer Wheat,816,0.05,7,132,American Pale Wheat Ale,12,Other Ale
Point Nude Beach Summer Wheat (2011),772,0.05,7,132,American Pale Wheat Ale,12,Other Ale
Drop Dead Blonde,684,0.035,,132,American Blonde Ale,12,Other Ale
Three Kings Ale,650,0.049,13,132,Kölsch,12,Other
Point Oktoberfest,456,0.057,15,132,Märzen / Oktoberfest,12,Other
2012 Black Ale,357,0.054,32,132,American Brown Ale,12,Other Ale
Point Nude Beach Summer Wheat (2010),141,0.05,7,132,American Pale Wheat Ale,12,Other Ale
Point Cascade Pale Ale,140,0.054,33,132,American Pale Ale (APA),12,APA
Point Amber Classic,139,0.047,14,132,American Amber / Red Lager,12,Lager
Point Special Lager,138,0.047,9,132,American Adjunct Lager,12,Lager
Wisco Disco,953,0.051,31,487,American Amber / Red Ale,16,Other Ale
Brontide,1983,0.05,,256,American Black Ale,12,Other Ale
Brontide,1631,0.05,,256,American Black Ale,12,Other Ale
Classique,1344,0.045,,256,Saison / Farmhouse Ale,12,Other Ale
Sunsplash Golden Ale (2004),922,0.045,,493,American Blonde Ale,12,Other Ale
Sand Island Lighthouse,1410,0.051,25,413,Kölsch,12,Other
Lily Flagg Milk Stout,925,0.05,30,413,Milk / Sweet Stout,12,Other
Monkeynaut IPA,637,0.072,70,413,American IPA,12,IPA
Straub Beer (Current),2369,0.05,,130,American Adjunct Lager,12,Lager
American Lager,2233,0.041,8,130,American Adjunct Lager,12,Lager
American Amber,2232,0.041,8,130,American Amber / Red Lager,12,Lager
American Light,2231,0.032,13,130,Light Lager,12,Lager
Extra Pale Ale,2352,0.053,49,139,American Pale Ale (APA),12,APA
Make It So,2549,0.053,40,59,Extra Special / Strong Bitter (ESB),12,Other
Hopvale Organic Ale,2473,0.047,55,59,American Pale Ale (APA),16,APA
Unchained #18 Hop Silo,2415,0.083,100,59,American Double / Imperial IPA,16,IPA
Tip Off,2605,0.052,29,26,Altbier,16,Other
Java Mac,2215,0.054,,26,Scottish Ale,16,Other Ale
Cowbell,2164,0.054,23,26,American Porter,16,Other
Hop Up Offa That Brett (2014),2085,0.058,20,26,Belgian Pale Ale,16,Other Ale
PV Muckle (2013),2084,0.083,23,26,Scotch Ale / Wee Heavy,16,Other Ale
Bourbon Barrel Batch 666: Sympathy for the Devil,2083,0.099,36,26,Belgian Dark Ale,16,Other Ale
Whip Fight,2082,0.09,30,26,Scotch Ale / Wee Heavy,16,Other Ale
Port Barrel Wee Mac ,2081,0.053,23,26,Scotch Ale / Wee Heavy,16,Other Ale
Fistful Of Hops Red,2001,0.064,75,26,American IPA,16,IPA
Fistful of Hops Orange,2000,0.063,75,26,American IPA,16,IPA
Fistful Of Hops Blue,1999,0.064,75,26,American IPA,16,IPA
Fistful of Hops Green,1996,0.064,75,26,American IPA,16,IPA
30 Min Coma,1948,,,26,Belgian IPA,16,IPA
Wee Muckle,1656,0.09,30,26,Scotch Ale / Wee Heavy,16,Other Ale
Royal Brat,1599,0.065,55,26,Extra Special / Strong Bitter (ESB),16,Other
Grapefruit Jungle (GFJ),1420,0.075,77,26,American IPA,16,IPA
Osiris Pale Ale,1389,0.056,50,26,American Pale Ale (APA),16,APA
Bourbon Barrel Aged Timmie,1367,0.099,75,26,Russian Imperial Stout,16,Other
Stupid Sexy Flanders,1366,0.063,23,26,Flanders Oud Bruin,16,Other
Bourbon Barrel Cowbell,1347,,,26,American Porter,16,Other
Popcorn Pilsner,1314,0.054,,26,German Pilsener,16,Other
Ring of Dingle,1128,0.071,27,26,Irish Dry Stout,16,Other
Bourbon Barrel Wee Mac,1127,0.054,23,26,Scottish Ale,16,Other Ale
Bourbon Barrel Johan,1049,0.099,60,26,English Barleywine,16,Other
The Deuce,934,0.07,,26,American Brown Ale,16,Other Ale
The Velvet Fog,923,0.09,24,26,Quadrupel (Quad),16,Other
Sun King Oktoberfest,874,0.055,23,26,Märzen / Oktoberfest,16,Other
Indianapolis Indians Lager,739,0.052,24,26,Dortmunder / Export Lager,16,Lager
Indians Victory Lager (2012),698,0.052,24,26,Dortmunder / Export Lager,16,Lager
Chaka,660,0.08,,26,Belgian Strong Pale Ale,16,Other Ale
Isis,651,0.091,91,26,American Double / Imperial IPA,16,IPA
Wee Muckle (2011),584,0.09,30,26,Scotch Ale / Wee Heavy,16,Other Ale
Grapefruit Jungle (GFJ) (2011),532,0.075,77,26,American IPA,16,IPA
Sun King Oktoberfest (2011),526,0.055,23,26,Märzen / Oktoberfest,16,Other
Johan the Barleywine,394,0.099,60,26,English Barleywine,16,Other
Wee Mac Scottish-Style Ale,213,0.054,23,26,Scottish Ale,16,Other Ale
Sunlight Cream Ale,55,0.053,20,26,Cream Ale,16,Other Ale
Osiris Pale Ale (2010),54,0.056,50,26,American Pale Ale (APA),16,APA
Dam Lager,1207,0.045,,456,American Amber / Red Lager,12,Lager
Red Clay IPA,1206,0.07,,456,American IPA,12,IPA
Todd the Axe Man,2543,0.072,,62,American IPA,16,IPA
Doomtree,2409,0.057,,62,Extra Special / Strong Bitter (ESB),16,Other
BLAKKR,1739,0.099,85,62,American Black Ale,16,Other Ale
Overrated! West Coast Style IPA,1112,0.073,69,62,American IPA,16,IPA
WET,329,0.075,90,62,American IPA,16,IPA
Bitter Brewer,19,0.04,37,62,English Bitter,16,Other
SurlyFest,18,0.055,34,62,Rye Beer,16,Other
Coffee Bender,17,0.051,45,62,American Brown Ale,16,Other Ale
Bender,16,0.051,45,62,American Brown Ale,16,Other Ale
Abrasive Ale,15,0.097,120,62,American Double / Imperial IPA,16,IPA
Hell,14,0.051,20,62,Keller Bier / Zwickel Bier,16,Other
CynicAle,13,0.067,33,62,Saison / Farmhouse Ale,16,Other Ale
Furious,12,0.062,99,62,American IPA,16,IPA
Big Nose,1242,0.073,50,448,American IPA,12,IPA
Cotton Mouth,1241,0.05,10,448,Witbier,12,Other
Stump Knocker Pale Ale,1240,0.056,35,448,American Pale Ale (APA),12,APA
Midnight Oil,1239,0.05,38,448,Oatmeal Stout,12,Other
Wild Night,1238,0.059,18,448,Cream Ale,12,Other Ale
Bermuda Triangle Ginger Beer,1554,0.045,,382,Herbed / Spiced Beer,12,Other
Take Two Pils,2568,0.055,35,50,German Pilsener,12,Other
Waterkeeper,2551,0.057,,50,Hefeweizen,12,Other
SweetWater IPA,1710,0.064,,50,American IPA,12,IPA
420 Extra Pale Ale,1709,0.054,,50,American Pale Ale (APA),12,APA
Dodgy Knight Imperial IPA,1229,0.08,95,450,American Double / Imperial IPA,12,IPA
TailGate Saison,1164,0.05,,450,Saison / Farmhouse Ale,12,Other Ale
TailGate IPA,663,0.05,44,450,American IPA,24,IPA
TailGate IPA,662,0.05,44,450,American IPA,12,IPA
TailGate Hefeweizen,623,0.049,28,450,Hefeweizen,24,Other
Blacktop Blonde,622,0.05,19,450,American Blonde Ale,24,Other Ale
Blacktop Blonde,362,0.05,19,450,American Blonde Ale,12,Other Ale
TailGate Hefeweizen,361,0.049,28,450,Hefeweizen,12,Other
Wooden Rooster,2575,0.085,34,46,Tripel,16.9,Other
Ginger Peach Saison,2555,0.048,20,46,Saison / Farmhouse Ale,16,Other Ale
Zombie Monkie,1736,0.062,35,46,American Porter,16,Other
Wild Plum Farmhouse Ale,1196,0.056,20,46,Saison / Farmhouse Ale,16,Other Ale
Vanilla Bean Buffalo Sweat,1063,0.05,20,46,Oatmeal Stout,16,Other
Ethos IPA,1017,0.068,110,46,American IPA,16,IPA
Tallgrass Pub Ale,1009,0.044,12,46,American Brown Ale,16,Other Ale
Oasis,912,0.072,93,46,Extra Special / Strong Bitter (ESB),16,Other
Buffalo Sweat,765,0.05,20,46,Milk / Sweet Stout,16,Other
Halcyon Unfiltered Wheat,676,0.05,20,46,American Pale Wheat Ale,16,Other Ale
8-Bit Pale Ale,595,0.052,,46,American Pale Ale (APA),16,APA
Velvet Rooster,537,0.085,,46,Tripel,16,Other
Halcyon Unfiltered Wheat,412,0.05,20,46,American Pale Wheat Ale,12,Other Ale
Köld Lager (2010),105,0.05,16,46,German Pilsener,16,Other
Oasis (2010),104,0.072,93,46,American Double / Imperial IPA,16,IPA
Tallgrass Ale,103,0.044,22,46,American Brown Ale,16,Other Ale
Buffalo Sweat (2010),102,0.05,20,46,Milk / Sweet Stout,16,Other
Tallgrass IPA,101,0.063,60,46,American IPA,16,IPA
Hat Trick Hop IPA,1433,0.068,,410,American IPA,16,IPA
Yard Sale Amber Ale,1432,0.056,,410,American Amber / Red Ale,16,Other Ale
Loafin Bräu,936,0.055,,491,Altbier,16,Other
Old Elephant Foot IPA,544,0.07,80,491,American IPA,16,IPA
Peck's Porter,2640,0.065,35,8,American Porter,16,Other
Reactor,2448,0.07,,8,American IPA,16,IPA
Mr. Orange,2447,0.057,,8,Witbier,16,Other
Deduction,2601,0.08,22,29,Dubbel,12,Other
Face Down Brown Ale,973,0.057,,481,American Brown Ale,12,Other Ale
Tempter IPA,827,0.064,,481,American IPA,12,IPA
Bridal Veil Rye Pale Ale,589,0.055,,481,American Pale Ale (APA),12,APA
Smittytown,2155,0.048,,211,Extra Special / Strong Bitter (ESB),12,Other
Greenwood Beach,1982,0.04,,211,Fruit / Vegetable Beer,12,Other
Gatecrasher,1939,0.066,,211,English India Pale Ale (IPA),12,IPA
RecreationAle,1082,0.047,42,470,American Pale Ale (APA),12,APA
First Stand,2119,0.055,35,216,Saison / Farmhouse Ale,12,Other Ale
Battle LIne,2118,0.063,23,216,American Brown Ale,12,Other Ale
Broken Bridge,2117,0.056,12,216,Dunkelweizen,12,Other
Brutus,2116,0.071,69,216,English India Pale Ale (IPA),12,IPA
Petit Mutant,1916,0.06,,273,American Wild Ale,16,Other Ale
The Crusher,1915,0.096,,273,American Double / Imperial IPA,16,IPA
Beelzebub,1914,0.08,,273,American Double / Imperial Stout,16,Other
Focal Banger,1810,0.07,,273,American IPA,16,IPA
Heady Topper,1111,0.08,120,273,American Double / Imperial IPA,16,IPA
Heady Topper,379,0.08,120,273,American Double / Imperial IPA,16,IPA
Bomber Mountain Amber Ale (2013),1200,0.046,20,458,American Amber / Red Ale,12,Other Ale
Indian Paintbrush IPA,1199,0.07,75,458,American IPA,12,IPA
Saddle Bronc Brown Ale (2013),1198,0.048,16,458,English Brown Ale,12,Other Ale
Wagon Box Wheat Beer,1197,0.059,15,458,American Pale Wheat Ale,12,Other Ale
Birdhouse Pale Ale,1945,0.05,,263,Belgian Pale Ale,12,Other Ale
Ozzy,1079,0.073,,263,Belgian Pale Ale,12,Other Ale
Resurrection,94,0.07,,263,Dubbel,12,Other
Bronx Summer Pale Ale,1748,0.052,16,330,American Pale Ale (APA),16,APA
Bronx Black Pale Ale,1747,0.057,46,330,American Black Ale,16,Other Ale
Bronx Pale Ale,1037,0.063,50,330,American Pale Ale (APA),16,APA
Surfrider,2594,0.052,35,34,American Pale Ale (APA),16,APA
Kolschtal Eddy,2035,0.055,,34,Kölsch,16,Other
South Bay Session IPA,2034,0.05,,34,American IPA,16,IPA
Grandma's Pecan,1562,0.069,34,34,English Brown Ale,16,Other Ale
Double Trunk,1561,0.099,101,34,American Double / Imperial IPA,16,IPA
Just IPA,1749,0.046,45,329,American IPA,12,IPA
Lionshead,2455,0.045,,91,American Pilsner,12,Other
Manhattan Gold Lager (1990),963,,,485,American Amber / Red Lager,12,Lager
G. B. Russo’s Italian Pistachio Pale Ale,2638,0.052,,10,American Pale Ale (APA),16,APA
Northern Hawk Owl Amber,1278,0.058,,439,American Amber / Red Ale,12,Other Ale
CEO Stout,1277,0.059,,439,American Stout,16,Other
Will Power Pale Ale,1276,0.047,,439,American Pale Ale (APA),16,APA
Curious Traveler Shandy,1732,0.044,,335,Shandy,12,Other
Hunny Do Wheat,2347,0.048,18,143,American Pale Wheat Ale,12,Other Ale
Three Way Pale Ale,1781,0.052,,143,American Pale Ale (APA),12,APA
Rise to the Top,1780,0.041,,143,Cream Ale,12,Other Ale
Lost Trout Brown Ale,1779,0.049,,143,American Brown Ale,12,Other Ale
Watermelon Ale,2421,0.051,11,109,Fruit / Vegetable Beer,12,Other
Knotty Blonde Ale,2319,0.04,18,154,American Blonde Ale,12,Other Ale
Fivepine Chocolate Porter,2317,0.062,40,154,American Porter,12,Other
Hoodoo Voodoo IPA,2316,0.062,82,154,American IPA,12,IPA
Hydraulion Red,1913,0.053,22,274,Irish Red Ale,12,Other Ale
40 Mile IPA,1912,0.06,50,274,American IPA,12,IPA
Citra Faced,2617,0.055,64,22,American Pale Wheat Ale,16,Other Ale
Pole Barn Stout,2616,0.055,31,22,Oatmeal Stout,16,Other
Pale,2615,0.054,37,22,American Pale Ale (APA),16,APA
Yoshi's Nectar,2614,0.053,27,22,California Common / Steam Beer,16,Other
Leatherhead Red,1889,0.052,,283,American Amber / Red Ale,12,Other Ale
Cropduster Mid-American IPA,1222,0.065,,283,American IPA,12,IPA
Golden Frau Honey Wheat,122,0.075,,283,Braggot,12,Other
Cornstalker Dark Wheat,121,,,283,American Dark Wheat Ale,12,Other Ale
Cafe Leche,2623,0.058,20,18,American Porter,16,Other
Damascene Apricot Sour,2622,0.052,12,18,Fruit / Vegetable Beer,16,Other
Csar,2621,0.12,90,18,Russian Imperial Stout,16,Other
Klingon Warnog Roggen Dunkel,1817,0.055,,18,Roggenbier,16,Other
Overlord Imperial IPA,1449,0.085,115,18,American Double / Imperial IPA,16,IPA
Alloy,951,0.058,36,18,American IPA,16,IPA
Rivet Irish Red Ale,950,0.051,22,18,Irish Red Ale,16,Other Ale
3 Gear Robust Porter,949,0.052,50,18,American Porter,16,Other
Circuit Bohemian Pilsner,948,0.045,35,18,Czech Pilsener,16,Other
Turnrow Harvest Ale,2321,0.055,,153,American Blonde Ale,12,Other Ale
Juke Joint IPA,1755,0.07,60,153,American IPA,12,IPA
Parade Ground Coffee Porter,1754,0.07,35,153,American Porter,12,Other
Tin Roof Watermelon Wheat,1428,0.05,21,153,Fruit / Vegetable Beer,12,Other
Tin Roof Blonde Ale,529,0.045,18,153,American Blonde Ale,12,Other Ale
Voodoo Bengal Pale Ale,495,0.055,37,153,American Pale Ale (APA),12,APA
Perfect Tin Amber,494,0.045,28,153,American Amber / Red Ale,12,Other Ale
IPA & a Half,1856,0.073,87,292,American IPA,12,IPA
Ornery Amber Lager (2003),736,0.055,33,292,Vienna Lager,12,Lager
Big Island Shandy,1027,0.05,,475,Shandy,16,Other
Preservation IPA,1026,0.068,,475,American IPA,16,IPA
Almanac IPA,1938,0.062,72,266,American IPA,12,IPA
Milk Mustachio Stout,1937,0.065,,266,Milk / Sweet Stout,12,Other
Farmer's Tan Red Ale,1936,0.06,30,266,American Amber / Red Ale,12,Other Ale
Triangle India Pale Ale,594,0.057,,525,American IPA,12,IPA
Triangle White Ale,114,0.05,,525,Witbier,12,Other
Triangle Belgian Golden Ale,113,0.08,,525,Belgian Strong Pale Ale,12,Other Ale
Troegenator,2445,0.082,,98,Doppelbock,16,Other
Nugget Nectar,2444,0.075,93,98,American Amber / Red Ale,16,Other Ale
Sunshine Pils,2203,0.045,45,98,American Pilsner,12,Other
Troegenator Doublebock,1510,0.082,25,98,Doppelbock,16,Other
Perpetual IPA,1509,0.075,85,98,American IPA,12,IPA
Greenville Pale Ale,433,0.055,52,540,American Pale Ale (APA),12,APA
Hoppy Boy,641,0.062,65,521,American IPA,16,IPA
Cow Creek,2588,0.054,26,39,American Amber / Red Lager,12,Lager
Chupahopra,2458,0.075,63,39,American IPA,12,IPA
Twisted X,2212,0.051,19,39,American Adjunct Lager,12,Lager
Day Hike Session,2235,0.041,41,191,American IPA,12,IPA
Trailhead ISA,1661,0.048,48,191,American IPA,12,IPA
Immersion Amber,1660,0.052,27,191,American Amber / Red Ale,12,Other Ale
Evo IPA,1659,0.062,70,191,American IPA,12,IPA
Presidential Pils,1438,0.048,,191,Czech Pilsener,12,Other
Evolutionary IPA (2012),1173,0.062,70,191,American IPA,12,IPA
Persnickety Pale,560,0.057,36,191,American Pale Ale (APA),12,APA
SoDo Brown Ale,519,0.054,20,191,American Brown Ale,12,Other Ale
Immersion Amber Ale (2011),518,0.052,27,191,American Amber / Red Ale,12,Other Ale
Evolutionary IPA (2011),505,0.062,70,191,American IPA,12,IPA
Trailhead India Style Session Ale (2011),482,0.048,48,191,American IPA,12,IPA
Panorama Wheat Ale,451,0.046,,191,American Pale Wheat Ale,12,Other Ale
Wobble,2497,0.063,69,75,American IPA,16,IPA
Night Cat,2246,0.058,43,75,American Dark Wheat Ale,12,Other Ale
Night Cat (2014),1630,0.058,43,75,American Dark Wheat Ale,12,Other Ale
Dog Days Lager,1284,0.051,17,75,Dortmunder / Export Lager,12,Lager
Sidekick Extra Pale Ale,1121,0.051,36,75,American Pale Ale (APA),12,APA
Atom Smasher,1042,0.077,23,75,Märzen / Oktoberfest,12,Other
Testudo,1041,0.045,,75,Bière de Garde,12,Other
Hobnob B & B Pale Ale,1040,0.065,,75,American Pale Ale (APA),12,APA
Cane and Ebel,861,0.07,68,75,American Strong Ale,12,Other Ale
Outlaw IPA (2015),642,0.065,,75,American IPA,12,IPA
The Gilded Age,2037,0.045,,244,Munich Helles Lager,12,Lager
No Limits Hefeweizen,1285,0.05,,436,Hefeweizen,16,Other
Honeyspot Road White IPA,1189,0.06,,436,American White IPA,12,IPA
Road 2 Ruin Double IPA,1171,0.072,,436,American Double / Imperial IPA,12,IPA
Workers Comp Saison,1170,0.048,,436,Saison / Farmhouse Ale,12,Other Ale
Ol' Factory Pils,1169,0.05,,436,German Pilsener,12,Other
PUNK'N,2310,0.05,10,160,Pumpkin Ale,12,Other Ale
Yard Sale Winter Lager,2100,0.04,22,160,American Amber / Red Lager,12,Lager
Trader Session IPA,1925,0.04,42,160,American IPA,12,IPA
Hop Nosh IPA,1723,0.073,83,160,American IPA,12,IPA
SUM'R,1212,0.04,17,160,American Blonde Ale,12,Other Ale
Organic Baba Black Lager,1097,0.04,32,160,Schwarzbier,12,Other
Hop Notch IPA (2013),1089,0.073,82,160,American IPA,12,IPA
Cutthroat Pale Ale,1088,0.04,34,160,American Pale Ale (APA),12,APA
WYLD Extra Pale Ale,974,0.04,29,160,American Pale Ale (APA),12,APA
Pilsner Ukiah,98,0.055,,556,German Pilsener,12,Other
The Green Room,2372,0.06,75,127,American IPA,16,IPA
Humbucker Helles,2367,0.047,25,127,Maibock / Helles Bock,16,Other
Uncle John's Apple Cherry Cider,1704,0.065,,339,Cider,16,Other
Uncle John's Apricot Apple Cider,1703,0.065,,339,Cider,16,Other
Draught Hard Apple Cider,877,0.065,,339,Cider,16,Other
Scotty K NA,606,0.001,,523,Low Alcohol Beer,16,Other
Bacon Brown Ale,543,0.068,,523,American Brown Ale,16,Other Ale
Golden State Ale,347,0.064,,523,Belgian Pale Ale,16,Other Ale
Baltic Porter,346,0.078,,523,Baltic Porter,16,Other
Siamese twin,25,0.085,,523,Dubbel,16,Other
Double Duckpin,2507,0.085,90,72,American Double / Imperial IPA,12,IPA
Old Pro,2506,0.042,10,72,Gose,12,Other
Duckpin Pale Ale,829,0.055,,72,American Pale Ale (APA),12,APA
Balt Altbier,582,0.06,,72,Altbier,12,Other
Campside Session IPA,2190,0.045,50,203,American IPA,16,IPA
Upland Wheat Ale,1951,0.045,15,203,Witbier,16,Other
Dragonfly IPA,1950,0.06,,203,American IPA,16,IPA
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,2565,0.128,,52,Quadrupel (Quad),19.2,Other
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,2564,0.104,,52,Rye Beer,19.2,Other
Lee Hill Series Vol. 2 - Wild Saison,2563,0.068,24,52,American Wild Ale,19.2,Other Ale
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,2562,0.099,51,52,American Double / Imperial Stout,19.2,Other
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,2561,0.076,,52,American Brown Ale,19.2,Other Ale
Blood Orange Saison,2560,0.06,,52,Saison / Farmhouse Ale,12,Other Ale
Thai Style White IPA,1932,0.065,33,52,American White IPA,12,IPA
Ferus Fluxus Wild Belgian Pale Ale,1853,0.075,30,52,American Wild Ale,19.2,Other Ale
Upslope Imperial India Pale Ale,1315,0.099,90,52,American Double / Imperial IPA,19.2,IPA
Upslope Christmas Ale,907,0.082,,52,Winter Warmer,16,Other
Upslope Pumpkin Ale,906,0.077,,52,Pumpkin Ale,16,Other Ale
Upslope Belgian Style Pale Ale,683,0.075,30,52,Belgian Pale Ale,12,Other Ale
Upslope Foreign Style Stout,614,0.069,,52,Foreign / Export Stout,12,Other
Top Rope Mexican-style Craft Lager,466,0.048,15,52,Vienna Lager,12,Lager
Upslope Craft Lager,444,0.048,22,52,Vienna Lager,12,Lager
Upslope Brown Ale,345,0.067,,52,English Brown Ale,12,Other Ale
Upslope Pale Ale,80,0.058,,52,American Pale Ale (APA),12,APA
Upslope India Pale Ale,79,0.072,,52,American IPA,12,IPA
Common Sense Kentucky Common Ale,382,0.053,22,547,American Brown Ale,16,Other Ale
Upstate I.P.W.,381,0.065,70,547,American IPA,12,IPA
Squatters Full Suspension Pale Ale,1826,0.04,,303,American Pale Ale (APA),12,APA
Squatters Hop Rising Double IPA,1825,0.09,75,303,American Double / Imperial IPA,12,IPA
Devastator Double Bock,1824,0.08,,303,Doppelbock,12,Other
Wasatch Ghostrider White IPA,1823,0.06,,303,American White IPA,12,IPA
Wasatch Ghostrider White IPA (2014),1682,0.06,,303,American White IPA,12,IPA
Wasatch Apricot Hefeweizen,1681,0.04,,303,Fruit / Vegetable Beer,12,Other
Squatters Hop Rising Double IPA (2014),1680,0.09,75,303,American Double / Imperial IPA,12,IPA
Squatters Full Suspension Pale Ale,1679,0.04,,303,American Pale Ale (APA),12,APA
Nunica Pine,2245,0.068,,186,Cider,16,Other
Ginger Peach,2244,0.069,,186,Cider,16,Other
Totally Roasted,1378,0.068,,186,Cider,16,Other
Blue Gold,1377,0.068,,186,Cider,16,Other
Hard Apple,1376,0.068,,186,Cider,16,Other
Nitro Can Coffee Stout,2411,0.052,,114,American Stout,12,Other
Voodoo Love Child,1770,0.092,25,323,Tripel,12,Other
White Magick of the Sun,1769,0.079,23,323,Witbier,12,Other
Wynona's Big Brown Ale,1730,0.075,31,323,American Brown Ale,12,Other Ale
Gran Met,1729,0.092,25,323,Belgian Strong Pale Ale,12,Other Ale
Good Vibes IPA,1603,0.073,85,323,American IPA,12,IPA
Pilzilla,1488,0.075,85,323,American Double / Imperial Pilsner,12,Other
Wachusett Light IPA,1846,0.04,37,296,American IPA,12,IPA
Green Monsta IPA,1845,0.06,55,296,American IPA,12,IPA
Wachusett IPA,1844,0.056,50,296,American IPA,12,IPA
Strawberry White,1843,0.047,,296,Witbier,12,Other
Larry Imperial IPA,1418,0.085,85,296,American Double / Imperial IPA,12,IPA
Wachusett Summer,1038,0.047,,296,American Pale Wheat Ale,12,Other Ale
Country Pale Ale,1030,0.051,17,296,English Pale Ale,12,Other Ale
Wachusett Light IPA (2013),1029,0.04,37,296,American IPA,12,IPA
Pumpkan,908,0.052,20,296,Pumpkin Ale,12,Other Ale
Wachusett Blueberry Ale,619,0.045,10,296,Fruit / Vegetable Beer,12,Other
Green Monsta IPA,618,0.06,55,296,American IPA,12,IPA
T-6 Red Ale (2004),780,0.047,,507,American Amber / Red Ale,12,Other Ale
Self Starter,2450,0.052,67,95,American IPA,16,IPA
Ermal's,2223,0.054,20,95,Cream Ale,16,Other Ale
10 Ton,2222,0.07,,95,Oatmeal Stout,16,Other
Flyin' Rye,2221,0.07,,95,American IPA,16,IPA
